Title,Description,genres,revised_genres,genre_cat_list
Paranormal Activity: The Ghost Dimension,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.","Horror, Mystery","['Horror', 'Mystery']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
¡Que viva México!,"After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.",Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A Holiday Chance,The family of the founder of a multi-million-dollar film company experiences some tragic events during the holidays and two sisters must set aside a life-long rivalry and come together to turn the company around and keep the family intact.,"Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Igor,"Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.","Animation, Comedy, Family","['Animation', 'Comedy', 'Family']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
My Brilliant Career,A proud young woman in early 20th century Australia must choose between marriage and independence.,"Biography, Drama, Romance","['Biography', 'Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Eismayer,"Vice Lieutenant Eismayer is the most feared trainer and model macho in the Austrian Military and lives as a gay man in secret. When he falls in love with a young, openly gay soldier, his world gets turned upside down. Based on real events.","Drama, History, Romance","['Drama', 'History', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Big Mommas: Like Father, Like Son",Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.,"Action, Comedy, Crime","['Action', 'Comedy', 'Crime']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Spinning Man,"A happily married professor, known for having many affairs with students, becomes the prime suspect when a young woman has gone missing.","Drama, Mystery, Thriller","['Drama', 'Mystery', 'Thriller']","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Agneepath,A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,"Action, Crime, Drama","['Action', 'Crime', 'Drama']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Bambina,"An older man plans to marry a mentally-challenged, sex-crazed, adolescent girl.","Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Upside of Anger,"When her husband unexpectedly disappears, a sharp-witted suburban wife and her daughters juggle their mom's romantic dilemmas and family dynamics.","Comedy, Drama","['Comedy', 'Drama']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Some Like It Rare,"After accidentally killing a vegan activist, a struggling butcher chops up the body and sells the meat to his customers. With business now booming, he and his wife search for more victims to satisfy their clientele's growing demand.","Comedy, Horror","['Comedy', 'Horror']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Laggies,"In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes. She takes an opportunity to escape for a week, hiding out in the house of her new 16-year-old friend Annika and her world-weary single dad.","Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Borgman,"A vagrant enters the lives of an arrogant upper-class family, turning their lives into a psychological nightmare in the process.","Drama, Horror, Mystery","['Drama', 'Horror', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1946: The Mistranslation That Shifted Culture,"The mystery of how theology, history, culture, and politics led to a Biblical mistranslation, the man who tried to stop it, and the impassioned academic crusade of the LGBTQIA+ Christian community driven to discover the truth.","Documentary, History","['Documentary', 'History']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mimi,"15-year-old Maria ""Mimmina"" leaves the boarding school in Genève to stay in the Bechten Hotel nursing her widower father, international journalist Guido, who is paralyzed by rheumatism. They haven't seen each other for several years. For some reason she is doing everything in her power to get him to have sex with her. She even brings herself to orgasm while next to him in bed. He nearly goes apoplectic trying to avoid her advances. Eventually, her school chum Therese who is 8 years her senior comes to visit, and at last Guido has a semi-suitable object for his seriously-overheated passions. Therese and Guido have a love affair with tragic consequences.",Drama,['Drama'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kida,"In Tanapalli village, grandfather Seenaiah lives with grandson Ganesh and his pet goat. Their dreams interconnect with the goat's fate and the village butcher Veerasamy.","Drama, Thriller","['Drama', 'Thriller']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Black Hawk Down,The story behind the infamous downing of an American Black Hawk helicopter by Somali gunmen.,Documentary,['Documentary'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from an affluent neighborhood.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
CJ7,A poor Chinese laborer learns important lessons after his son gets a strange new toy.,"Adventure, Comedy, Drama","['Adventure', 'Comedy', 'Drama']","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
To Live,"After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China.","Drama, War","['Drama', 'War']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The Onania Club,"Hanna secretly joins a group called The Onania Club. Its members, strong independent L.A. women, get aroused by the misery of others. Hanna meets more misery than she could ever hope for and in the process loses everything she cares for.","Drama, Horror, Thriller","['Drama', 'Horror', 'Thriller']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Consequences,"After being sent to a youth detention centre, 18-year-old Andrej has to fight for his place within the group of inmates while getting closer to Zeljko, their informal leader, and struggling to keep his repressed secret in the dark.",Drama,['Drama'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ransomed,"A young diplomat is assigned the task of carrying the ransom money to rescue an abducted diplomat in Lebanon, and a local taxi driver accidently gets involved in the mission.","Action, Drama, Thriller","['Action', 'Drama', 'Thriller']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
My Best Friend's Exorcism,Teen best friends Abby and Gretchen grapple with an otherworldly demon that takes up residence in Gretchen's body.,"Comedy, Horror, Thriller","['Comedy', 'Horror', 'Thriller']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
The Messenger,An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer.,"Drama, Romance, War","['Drama', 'Romance', 'War']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
A Gingerbread Christmas,"Follows Hazel, who goes to spend the holidays in her home town, where a romance begins to bloom with a local contractor who has been helping her father with their family bakery, but some misunderstandings threaten to tear them apart.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"You, Me and Dupree","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.","Comedy, Romance","['Comedy', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Slaughterhouse-Five,Billy Pilgrim has mysteriously become unstuck in time. He goes on an uncontrollable trip back and forth from his birth in New York to life on a distant planet and back again to the horrors of the 1945 fire-bombing of Dresden.,"Comedy, Drama, Sci-fi, Sci-fi","['Comedy', 'Drama', 'Sci-fi', 'Sci-fi']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Emmanuelle II,"After two months of separation, Emmanuelle must find her husband Jean in Hong Kong. She goes there by boat. Once in Thailand, she finds her husband and meets Christopher, a mysterious airplane pilot. At a dinner, she also meets Laura, Jean's mistress and her troubling stepdaughter Anna Maria. She proceeds to have several extramarital affairs -- with Jean's knowledge, of course.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Lost Husband,"Trying to put her life back together after her husband's death, Libby and her children move to her estranged aunt's goat farm in central Texas.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wheel of Fortune and Fantasy,"An unexpected love triangle, a failed seduction trap and an encounter that results from a misunderstanding, told in three movements to depict three female characters and trace the trajectories between their choices and regrets.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Flu,"Chaos ensues when a lethal, airborne virus infects the population of a South Korean city less than 20 kilometers from Seoul.","Action, Drama, Sci-fi, Sci-fi","['Action', 'Drama', 'Sci-fi', 'Sci-fi']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Up!,It begins with the murder of one Adolf Schwartz (who bears a striking resemblance to another famous Adolf) by placing a ravenous piranha fish in his bathtub.,"Comedy, Mystery, Thriller","['Comedy', 'Mystery', 'Thriller']","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Ghost Within,"A young woman revisits her family home desperate to discover her sister Evie's murderer 20 years before. After a series of terrifying encounters with Evie's ghost at 09:09pm, Margot knows she must fight to learn the truth once and for all.","Horror, Mystery","['Horror', 'Mystery']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
The New Daughter,"A single father moves his two children to rural South Carolina, only to watch his daughter exhibit increasingly strange behavior.","Crime, Horror, Thriller","['Crime', 'Horror', 'Thriller']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
The Shaggy Dog,A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,"Comedy, Family, Fantasy","['Comedy', 'Family', 'Fantasy']","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
American Woman,A woman raises her young grandson after her daughter goes missing.,"Drama, Mystery","['Drama', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mainstream,"In this cautionary tale, three people struggle to preserve their identities as they form an eccentric love triangle within the fast-moving internet age.","Comedy, Drama","['Comedy', 'Drama']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Candleshoe,"Welcome to Candleshoe, a stately English manor where a swashbuckling pirate hid a fortune in Spanish doubloons centuries ago. And that's what young orphan Casey and a sly con man are determined to find.","Adventure, Comedy, Drama","['Adventure', 'Comedy', 'Drama']","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Breath,"After developing an interest in surfing, a teenage boy and his friend forge an unlikely friendship with an older surfer.","Adventure, Drama, Romance","['Adventure', 'Drama', 'Romance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Agent Recon,"Alastair, the captain of a covert Earth security force, calls in super-powered rookie Jim to join a mission led by Colonel Green and his skilled Marines to track down a mysterious energy disturbance at a base in New Mexico.","Action, Sci-fi, Sci-fi","['Action', 'Sci-fi', 'Sci-fi']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
The Dentist,An extremely successful dentist goes off the deep end after he catches his wife cheating on him.,"Horror, Thriller","['Horror', 'Thriller']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Top Sensation,"Hoping to sway her unbalanced son into losing his virginity, an oil baroness takes him and several of her decadent friends on a cruise, culminating in an orgy of lust and murder.","Drama, Horror, Thriller","['Drama', 'Horror', 'Thriller']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Chaos Theory,The story of an obsessively organized efficiency expert whose life unravels in unexpected ways when fate forces him to explore the serendipitous nature of love and forgiveness.,"Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Believers,"A New York psychiatrist finds that a brujería-inspired cult, which believes in child sacrifice, has a keen interest in his own son.","Crime, Drama, Horror","['Crime', 'Drama', 'Horror']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
High Strung,"Dancer Ruby, starting at Manhattan Conservatory of the Arts, meets English violinist Johnnie, playing in a subway station. Music and dance follow.","Drama, Music, Romance","['Drama', 'Music', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Carlos,Follows Santana's journey from 14-year-old street musician to a 10-time Grammy winning global sensation. Features unseen archival footage and tracks.,Documentary,['Documentary'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.","Crime, Drama, Sport","['Crime', 'Drama', 'Sport']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The Undefeated,"After the Civil War, ex-Confederate soldiers heading for a new life in Mexico run into ex-Union cavalrymen selling horses to the Mexican government but they must join forces to fight off Mexican bandits and revolutionaries.","Action, Adventure, Drama","['Action', 'Adventure', 'Drama']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Rossini,"Jakob Windisch has written THE number one bestselling novel. Since he is very shy, no-one has seen him except Uhu Zigeuner who is the designated director of the film adaption. Zigeuner is on the hunt for the woman of his dreams, a woman who should also play the main role in the film. Meanwhile, ruthless producer Oskar Reiter wants to buy the film rights at all costs - and he is struggling for the love of the beautiful Valerie. These and a lot more egos meet every night in a restaurant called ""Rossini"" where everybody must go so that everybody else sees them.",Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Helter Skelter,"Top star Lilico undergoes multiple cosmetic surgeries to her entire body. As her surgeries show side effect, Lilico makes the lives of those around her miserable as she tries to deal with her career and her personal problems.","Crime, Drama, Horror","['Crime', 'Drama', 'Horror']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
The Turkey Bowl,"A 30-something urbanite is pulled back to his rural hometown by his high-school buddies on Thanksgiving to finish The Turkey Bowl, an epic football game against their crosstown rivals that was snowed out 15 years before.",Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Juf Braaksel en de magische ring,"Lotte and Thijs have a sweet teacher, miss Evi. But then, the awful miss Brakel becomes their new principal and she introduces stupid and strict rules. So the class nicknames her miss Braaksel and thinks up a plan to get rid of her.",Family,['Family'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
For a Lost Soldier,"Set in The Netherlands at the end of WW II, this touching story, told in flashbacks, explores the complex and romantic relationship between an adult soldier and a displaced, lonely adolescent boy.","Drama, Romance, War","['Drama', 'Romance', 'War']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Take a Hard Ride,"After selling his cattle in town, ranch owner Morgan unexpectedly dies, and his foreman Pike has to deliver the payroll to Sonora, despite the perilous journey during which he's followed by many shady characters who want the money.","Adventure, Drama, Western","['Adventure', 'Drama', 'Western']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
An Unmarried Woman,A wealthy woman from Manhattan's Upper East Side struggles to deal with her new identity and her sexuality after her husband of 16 years leaves her for a younger woman.,"Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sidekicks,A bullied teen who fantasizes about being Chuck Norris' sidekick trains in martial arts to fulfill his dreams.,"Action, Adventure, Comedy","['Action', 'Adventure', 'Comedy']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Destroy All Monsters,"At the end of the 20th century, all of Earth's monsters have been safely rounded up and sent to Monsterland for scientific study. Chaos erupts when a race of she-aliens known as the Kilaaks unleashes the monsters on the world.","Action, Adventure, Horror","['Action', 'Adventure', 'Horror']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
The Thin Blue Line,"A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.","Documentary, Crime","['Documentary', 'Crime']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
The Great Seduction,"When a golden opportunity arises to boost the fortunes of a forgotten fishing town, its residents set out to trick their way to making it happen.",Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
